,Código Departamento,Nombre Departamento,Código Municipio,Nombre Municipio,Tipo: Municipio / Isla / Área no municipalizada,longitud,Latitud,helper,Tipo de Nombre,Significado
38,05,ANTIOQUIA,05206,CONCEPCIÓN,Municipio,"-75,257587","6,394348",ANTIOQUIACONCEPCIÓN,Origen Religioso,Por la Inmaculada Concepción (advocación mariana)  
39,05,ANTIOQUIA,05209,CONCORDIA,Municipio,"-75,908448","6,045738",ANTIOQUIACONCORDIA,Origen Religioso,Por diosa Concordia y la idea de concordia  
40,05,ANTIOQUIA,05212,COPACABANA,Municipio,"-75,509384","6,348557",ANTIOQUIACOPACABANA,Origen Europeo,Por la ciudad de Copacabana en Bolivia  
41,05,ANTIOQUIA,05234,DABEIBA,Municipio,"-76,261614","6,998112",ANTIOQUIADABEIBA,Origen Indigena,"Nombre derivado de una mujer mitológica Dabaibe, relacionada con templos y leyendas indígenas"
42,05,ANTIOQUIA,05237,DONMATÍAS,Municipio,"-75,39263","6,485603",ANTIOQUIADONMATÍAS,Origen por nombre de una persona,Por San Domingo de Guzmán
43,05,ANTIOQUIA,05240,EBÉJICO,Municipio,"-75,766413","6,325615",ANTIOQUIAEBÉJICO,Origen Indigena,Nombre del grupo indígena nutabaes y de su cacique
44,05,ANTIOQUIA,05250,EL BAGRE,Municipio,"-74,799097","7,5975",ANTIOQUIAEL BAGRE,Origen Indigena,Nombre asociado al río Bagre; nombre indígena de origen chocoano
45,05,ANTIOQUIA,05264,ENTRERRÍOS,Municipio,"-75,517685","6,566273",ANTIOQUIAENTRERRÍOS,Origen Natural,Por su ubicación entre ríos
46,05,ANTIOQUIA,05266,ENVIGADO,Municipio,"-75,582192","6,166695",ANTIOQUIAENVIGADO,Origen Indigena,"De origen indígena, nombre de un antiguo asentamiento"
47,05,ANTIOQUIA,05282,FREDONIA,Municipio,"-75,675072","5,928039",ANTIOQUIAFREDONIA,Origen Europeo,"Por la palabra francesa ""frédonie"" o en honor a libertad local"
48,05,ANTIOQUIA,05284,FRONTINO,Municipio,"-76,130765","6,776066",ANTIOQUIAFRONTINO,Origen Natural,Por la mancha blanca en una peña (asociada a caballos frontinos)
49,05,ANTIOQUIA,05306,GIRALDO,Municipio,"-75,952158","6,680808",ANTIOQUIAGIRALDO,Origen por nombre de una persona,Por Rafael María Giraldo gobernador
50,05,ANTIOQUIA,05308,GIRARDOTA,Municipio,"-75,444238","6,379472",ANTIOQUIAGIRARDOTA,Origen por nombre de una persona,Por Gabriel Girardot
51,05,ANTIOQUIA,05310,GÓMEZ PLATA,Municipio,"-75,220018","6,683269",ANTIOQUIAGÓMEZ PLATA,Origen por nombre de una persona,Por obispo Juan de la Cruz Gómez Plata
52,05,ANTIOQUIA,05313,GRANADA,Municipio,"-75,184446","6,142892",ANTIOQUIAGRANADA,Origen Europeo,En honor a Granada  España 
53,05,ANTIOQUIA,05315,GUADALUPE,Municipio,"-75,239862","6,815069",ANTIOQUIAGUADALUPE,Origen Religioso,En honor a la Virgen de Guadalupe  
54,05,ANTIOQUIA,05318,GUARNE,Municipio,"-75,441612","6,27787",ANTIOQUIAGUARNE,Origen Indigena,"Nombre indígena; municipio del oriente antioqueño, significado impreciso"
55,05,ANTIOQUIA,05321,GUATAPÉ,Municipio,"-75,160041","6,232461",ANTIOQUIAGUATAPÉ,Origen Indigena,"Nombre indígena, hace referencia a la piedra sagrada, lengua tahamí"
56,05,ANTIOQUIA,05347,HELICONIA,Municipio,"-75,734322","6,206757",ANTIOQUIAHELICONIA,Origen Natural,Por la planta heliconia
57,05,ANTIOQUIA,05353,HISPANIA,Municipio,"-75,906587","5,799461",ANTIOQUIAHISPANIA,Origen Europeo,Por Hispania  nombre latino de España 
58,05,ANTIOQUIA,05360,ITAGÜÍ,Municipio,"-75,612056","6,175079",ANTIOQUIAITAGÜÍ,Origen Indigena,"De origen embera, nombre de asentamiento indígena"
59,05,ANTIOQUIA,05361,ITUANGO,Municipio,"-75,764673","7,171629",ANTIOQUIAITUANGO,Origen Indigena,Significa 'río de chicha' en lengua indígena local
60,05,ANTIOQUIA,05364,JARDÍN,Municipio,"-75,818982","5,597542",ANTIOQUIAJARDÍN,Origen Natural,Por el carácter florido del territorio
61,05,ANTIOQUIA,05368,JERICÓ,Municipio,"-75,785499","5,789748",ANTIOQUIAJERICÓ,Origen Religioso,Por ciudad bíblica de Jericó  
62,05,ANTIOQUIA,05376,LA CEJA,Municipio,"-75,429433","6,028062",ANTIOQUIALA CEJA,Origen Indigena,"Nombre de origen español, pero incluye asentamientos modernos indígenas en la región"
63,05,ANTIOQUIA,05380,LA ESTRELLA,Municipio,"-75,637708","6,145238",ANTIOQUIALA ESTRELLA,Origen Natural,Por ser nombrada en honor a la estrella
64,05,ANTIOQUIA,05390,LA PINTADA,Municipio,"-75,60781","5,743808",ANTIOQUIALA PINTADA,Origen Natural,Por pinturas rupestres indígenas o rocas pintadas
65,05,ANTIOQUIA,05400,LA UNIÓN,Municipio,"-75,360874","5,973845",ANTIOQUIALA UNIÓN,Origen Religioso,En honor a la Virgen de las Mercedes  
66,05,ANTIOQUIA,05411,LIBORINA,Municipio,"-75,812838","6,677316",ANTIOQUIALIBORINA,Origen por nombre de una persona,Por Liborio Mejía Gutiérrez prócer antioqueño
67,05,ANTIOQUIA,05425,MACEO,Municipio,"-74,78716","6,552116",ANTIOQUIAMACEO,Origen por nombre de una persona,Por José Antonio Maceo militar cubano
68,05,ANTIOQUIA,05440,MARINILLA,Municipio,"-75,339345","6,173995",ANTIOQUIAMARINILLA,Origen Religioso,En honor a la Virgen María  
69,05,ANTIOQUIA,05467,MONTEBELLO,Municipio,"-75,523455","5,946313",ANTIOQUIAMONTEBELLO,Origen Religioso,En honor a la Virgen de las Mercedes  
70,05,ANTIOQUIA,05475,MURINDÓ,Municipio,"-76,817485","6,97771",ANTIOQUIAMURINDÓ,Origen Indigena,Nombre indígena en región Urabá
71,05,ANTIOQUIA,05480,MUTATÁ,Municipio,"-76,435875","7,242875",ANTIOQUIAMUTATÁ,Origen Indigena,"Nombre indígena embera, variante mutadó"
72,05,ANTIOQUIA,05483,NARIÑO,Municipio,"-75,176262","5,610777",ANTIOQUIANARIÑO,Origen por nombre de una persona,Por Antonio Nariño
73,05,ANTIOQUIA,05490,NECOCLÍ,Municipio,"-76,787271","8,434526",ANTIOQUIANECOCLÍ,Origen Indigena,Nombre indígena de la región de Urabá
74,05,ANTIOQUIA,05495,NECHÍ,Municipio,"-74,77647","8,094129",ANTIOQUIANECHÍ,Origen Indigena,Término indígena relacionado con la palabra oro
75,05,ANTIOQUIA,05501,OLAYA,Municipio,"-75,811773","6,626492",ANTIOQUIAOLAYA,Origen por nombre de una persona,Por Enrique Olaya Herrera presidente
76,05,ANTIOQUIA,05541,PEÑOL,Municipio,"-75,242693","6,219349",ANTIOQUIAPEÑOL,Origen Natural,"Por formación rocosa llamada ""El Peñol"""
77,05,ANTIOQUIA,05543,PEQUE,Municipio,"-75,910357","7,021029",ANTIOQUIAPEQUE,Origen Indigena,"Nombre indígena, grupo nutabe de la zona"
78,05,ANTIOQUIA,05576,PUEBLORRICO,Municipio,"-75,839903","5,79158",ANTIOQUIAPUEBLORRICO,Origen Natural,Por la abundancia de pueblos y riquezas naturales
79,05,ANTIOQUIA,05579,PUERTO BERRÍO,Municipio,"-74,410016","6,487028",ANTIOQUIAPUERTO BERRÍO,Origen por nombre de una persona,Por José María Berrío
80,05,ANTIOQUIA,05585,PUERTO NARE,Municipio,"-74,583012","6,186025",ANTIOQUIAPUERTO NARE,Origen Indigena,Nombre de cacique Naré
81,05,ANTIOQUIA,05591,PUERTO TRIUNFO,Municipio,"-74,64119","5,871318",ANTIOQUIAPUERTO TRIUNFO,Origen Natural,Por la prosperidad del puerto fluvial
82,05,ANTIOQUIA,05604,REMEDIOS,Municipio,"-74,698135","7,029424",ANTIOQUIAREMEDIOS,Origen Religioso,En honor a la Virgen de los Remedios  
83,05,ANTIOQUIA,05607,RETIRO,Municipio,"-75,501301","6,062454",ANTIOQUIARETIRO,Origen Natural,Por ser un lugar de retiro espiritual o reposo
84,05,ANTIOQUIA,05615,RIONEGRO,Municipio,"-75,377316","6,147148",ANTIOQUIARIONEGRO,Origen Indigena,Nombre indígena desvirtuado
85,05,ANTIOQUIA,05628,SABANALARGA,Municipio,"-75,816645","6,850028",ANTIOQUIASABANALARGA,Origen Natural,Por la extensa sabana o llanura
86,05,ANTIOQUIA,05631,SABANETA,Municipio,"-75,615479","6,149903",ANTIOQUIASABANETA,Origen Natural,Por sabana pequeña
87,05,ANTIOQUIA,05642,SALGAR,Municipio,"-75,976807","5,964198",ANTIOQUIASALGAR,Origen Natural,Por cercano a minas de sal y origen de la palabra 'salga'
88,05,ANTIOQUIA,05647,SAN ANDRÉS DE CUERQUÍA,Municipio,"-75,674564","6,916676",ANTIOQUIASAN ANDRÉS DE CUERQUÍA,Origen Religioso,En honor a San Andrés
89,05,ANTIOQUIA,05649,SAN CARLOS,Municipio,"-74,988097","6,187746",ANTIOQUIASAN CARLOS,Origen Religioso,En honor a San Carlos Borromeo  
90,05,ANTIOQUIA,05652,SAN FRANCISCO,Municipio,"-75,101562","5,963476",ANTIOQUIASAN FRANCISCO,Origen Religioso,En honor a San Francisco de Asís  
91,05,ANTIOQUIA,05656,SAN JERÓNIMO,Municipio,"-75,726975","6,44809",ANTIOQUIASAN JERÓNIMO,Origen Religioso,En honor a San Jerónimo  
92,05,ANTIOQUIA,05658,SAN JOSÉ DE LA MONTAÑA,Municipio,"-75,683352","6,85009",ANTIOQUIASAN JOSÉ DE LA MONTAÑA,Origen Religioso,Patrocinado por San José  
93,05,ANTIOQUIA,05659,SAN JUAN DE URABÁ,Municipio,"-76,52857","8,758964",ANTIOQUIASAN JUAN DE URABÁ,Origen Religioso,En honor a San Juan  
94,05,ANTIOQUIA,05660,SAN LUIS,Municipio,"-74,993619","6,043017",ANTIOQUIASAN LUIS,Origen Religioso,En honor a San Luis Gonzaga  
95,05,ANTIOQUIA,05664,SAN PEDRO DE LOS MILAGROS,Municipio,"-75,556743","6,46012",ANTIOQUIASAN PEDRO DE LOS MILAGROS,Origen Religioso,En honor a San Pedro apóstol  
96,05,ANTIOQUIA,05665,SAN PEDRO DE URABÁ,Municipio,"-76,380567","8,276884",ANTIOQUIASAN PEDRO DE URABÁ,Origen Religioso,En honor a San Pedro apóstol  
97,05,ANTIOQUIA,05667,SAN RAFAEL,Municipio,"-75,02849","6,293759",ANTIOQUIASAN RAFAEL,Origen Religioso,En honor al Arcángel San Rafael  
98,05,ANTIOQUIA,05670,SAN ROQUE,Municipio,"-75,019109","6,485939",ANTIOQUIASAN ROQUE,Origen Religioso,En honor a San Roque  
99,05,ANTIOQUIA,05674,SAN VICENTE FERRER,Municipio,"-75,332616","6,282164",ANTIOQUIASAN VICENTE FERRER,Origen Religioso,En honor a San Vicente Ferrer  
100,05,ANTIOQUIA,05679,SANTA BÁRBARA,Municipio,"-75,567351","5,875527",ANTIOQUIASANTA BÁRBARA,Origen Religioso,En honor a Santa Bárbara  
101,05,ANTIOQUIA,05686,SANTA ROSA DE OSOS,Municipio,"-75,460723","6,643366",ANTIOQUIASANTA ROSA DE OSOS,Origen Religioso,En honor a Santa Rosa de Lima  
102,05,ANTIOQUIA,05690,SANTO DOMINGO,Municipio,"-75,164903","6,473032",ANTIOQUIASANTO DOMINGO,Origen Religioso,En honor a santo Domingo de Guzmán  
103,05,ANTIOQUIA,05697,EL SANTUARIO,Municipio,"-75,265465","6,136871",ANTIOQUIAEL SANTUARIO,Origen Religioso,Por un santuario religioso local
104,05,ANTIOQUIA,05736,SEGOVIA,Municipio,"-74,701596","7,079648",ANTIOQUIASEGOVIA,Origen Europeo,Por Segovia  Castilla y León España 
105,05,ANTIOQUIA,05756,SONSÓN,Municipio,"-75,309596","5,714851",ANTIOQUIASONSÓN,Origen Natural,"Por la abundancia de árboles de ""sonso"""
106,05,ANTIOQUIA,05761,SOPETRÁN,Municipio,"-75,747378","6,500745",ANTIOQUIASOPETRÁN,Origen Religioso,Por el monasterio y Virgen de Sopetrán en Guadalajara  España 
107,05,ANTIOQUIA,05789,TÁMESIS,Municipio,"-75,714429","5,664645",ANTIOQUIATÁMESIS,Origen Europeo,Por río Támesis  Inglaterra 
108,05,ANTIOQUIA,05790,TARAZÁ,Municipio,"-75,401407","7,580127",ANTIOQUIATARAZÁ,Origen Indigena,"Nombre del río Tarazá, origen indígena"
109,05,ANTIOQUIA,05792,TARSO,Municipio,"-75,822956","5,864542",ANTIOQUIATARSO,Origen Europeo,Por Tarso en Grecia
110,05,ANTIOQUIA,05809,TITIRIBÍ,Municipio,"-75,791887","6,062391",ANTIOQUIATITIRIBÍ,Origen Indigena,Nombre indígena embera
111,05,ANTIOQUIA,05819,TOLEDO,Municipio,"-75,692281","7,010328",ANTIOQUIATOLEDO,Origen Europeo,Nombrado por Toledo  España 
112,05,ANTIOQUIA,05837,TURBO,Municipio,"-76,728858","8,089929",ANTIOQUIATURBO,Origen Natural,Por corrientes rápidas (turbulencia) en la zona
113,05,ANTIOQUIA,05842,URAMITA,Municipio,"-76,173284","6,898393",ANTIOQUIAURAMITA,Origen Indigena,Diminutivo indígena castellano que alude a la palabra 'totuma'
114,05,ANTIOQUIA,05847,URRAO,Municipio,"-76,133951","6,317343",ANTIOQUIAURRAO,Origen Indigena,"Nombre indígena, posible diminutivo indígena"
115,05,ANTIOQUIA,05854,VALDIVIA,Municipio,"-75,439274","7,1652",ANTIOQUIAVALDIVIA,Origen por nombre de una persona,En honor a Andrés de Valdivia conquistador
116,05,ANTIOQUIA,05856,VALPARAÍSO,Municipio,"-75,624452","5,614555",ANTIOQUIAVALPARAÍSO,Origen Europeo,Por ciudad Valparaíso  Chile 
117,05,ANTIOQUIA,05858,VEGACHÍ,Municipio,"-74,798714","6,773525",ANTIOQUIAVEGACHÍ,Origen Indigena,Nombre que deriva de una finca llamada Vegas de la China; sonoridad indígena posiblemente accidental
118,05,ANTIOQUIA,05861,VENECIA,Municipio,"-75,735544","5,964693",ANTIOQUIAVENECIA,Origen Europeo,Nombrado por la ciudad de Venecia  Italia 
119,05,ANTIOQUIA,05873,VIGÍA DEL FUERTE,Municipio,"-76,896004","6,588164",ANTIOQUIAVIGÍA DEL FUERTE,Origen Natural,Por miradores o vigías en la región
120,05,ANTIOQUIA,05885,YALÍ,Municipio,"-74,840059","6,676554",ANTIOQUIAYALÍ,Origen Indigena,"Nombre indígena, pueblo ubicado en cresta montañosa"
121,05,ANTIOQUIA,05887,YARUMAL,Municipio,"-75,418828","6,963832",ANTIOQUIAYARUMAL,Origen Indigena,"Nombre indígena, origen desconocido"
122,05,ANTIOQUIA,05890,YOLOMBÓ,Municipio,"-75,013385","6,594511",ANTIOQUIAYOLOMBÓ,Origen Indigena,Del indígena heritage con significado no especificado
123,05,ANTIOQUIA,05893,YONDÓ,Municipio,"-73,912445","7,00396",ANTIOQUIAYONDÓ,Origen Indigena,"Nombre indígena embera, zona Urabá"
124,05,ANTIOQUIA,05895,ZARAGOZA,Municipio,"-74,867075","7,488583",ANTIOQUIAZARAGOZA,Origen Europeo,Nombrado por la ciudad de Zaragoza en Aragón  España 
125,08,ATLÁNTICO,08001,BARRANQUILLA,Municipio,"-74,815546","10,977961",ATLÁNTICOBARRANQUILLA,Origen Natural,Por la formación de barrancas o acantilados
126,08,ATLÁNTICO,08078,BARANOA,Municipio,"-74,916077","10,79445",ATLÁNTICOBARANOA,Origen Indigena,"Nombre posiblemente de cacique local o planta, referido desde siglo XVI"
127,08,ATLÁNTICO,08137,CAMPO DE LA CRUZ,Municipio,"-74,880847","10,378291",ATLÁNTICOCAMPO DE LA CRUZ,Origen Religioso,Por la cruz cristiana  
128,08,ATLÁNTICO,08141,CANDELARIA,Municipio,"-74,879717","10,461903",ATLÁNTICOCANDELARIA,Origen Religioso,En honor a la Virgen de la Candelaria  
129,08,ATLÁNTICO,08296,GALAPA,Municipio,"-74,870385","10,919033",ATLÁNTICOGALAPA,Origen Indigena,"Nombre indígena, pueblo ancestral con restos arqueológicos milenarios"
130,08,ATLÁNTICO,08372,JUAN DE ACOSTA,Municipio,"-75,041032","10,83254",ATLÁNTICOJUAN DE ACOSTA,Origen por nombre de una persona,Por Juan de Acosta y López propietario
131,08,ATLÁNTICO,08421,LURUACO,Municipio,"-75,14199","10,610491",ATLÁNTICOLURUACO,Origen Indigena,'Lugar de canoas' en lengua mokaná
132,08,ATLÁNTICO,08433,MALAMBO,Municipio,"-74,776923","10,857086",ATLÁNTICOMALAMBO,Origen Indigena,'Río de aguas blancas' en lengua mokaná
133,08,ATLÁNTICO,08436,MANATÍ,Municipio,"-74,956867","10,449089",ATLÁNTICOMANATÍ,Origen Indigena,"Nombre posiblemente indígena, ciudad con historia colonial"
134,08,ATLÁNTICO,08520,PALMAR DE VARELA,Municipio,"-74,754765","10,738591",ATLÁNTICOPALMAR DE VARELA,Origen Natural,Por palmas en la zona y el apellido del fundador (Catalino Varela)
135,08,ATLÁNTICO,08549,PIOJÓ,Municipio,"-75,107592","10,749216",ATLÁNTICOPIOJÓ,Origen Indigena,Nombre derivado de un cacique local
136,08,ATLÁNTICO,08558,POLONUEVO,Municipio,"-74,852981","10,777363",ATLÁNTICOPOLONUEVO,Origen Indigena,Nombre indígena incorporado sin significado claro.
137,08,ATLÁNTICO,08560,PONEDERA,Municipio,"-74,753885","10,641779",ATLÁNTICOPONEDERA,Origen Natural,"Por las iguanas y tortugas que ""ponían"" huevos allí"
138,08,ATLÁNTICO,08573,PUERTO COLOMBIA,Municipio,"-74,888627","11,015322",ATLÁNTICOPUERTO COLOMBIA,Origen Natural,Por puerto marítimo
139,08,ATLÁNTICO,08606,REPELÓN,Municipio,"-75,125534","10,493357",ATLÁNTICOREPELÓN,Origen Indigena,Nombre indígena de la región
140,08,ATLÁNTICO,08634,SABANAGRANDE,Municipio,"-74,759496","10,792453",ATLÁNTICOSABANAGRANDE,Origen Indigena,Nombre indígena de origen incierto
141,08,ATLÁNTICO,08638,SABANALARGA,Municipio,"-74,921256","10,632091",ATLÁNTICOSABANALARGA,Origen Indigena,Nombre indígena de la región
142,08,ATLÁNTICO,08675,SANTA LUCÍA,Municipio,"-74,959204","10,324303",ATLÁNTICOSANTA LUCÍA,Origen Religioso,En honor a Santa Lucía  
143,08,ATLÁNTICO,08685,SANTO TOMÁS,Municipio,"-74,757859","10,758735",ATLÁNTICOSANTO TOMÁS,Origen Religioso,En honor a Santo Tomás de Villanueva  
144,08,ATLÁNTICO,08758,SOLEDAD,Municipio,"-74,786054","10,909921",ATLÁNTICOSOLEDAD,Origen Religioso,"Por hacienda denominada ""soledad"" y con evocación religiosa"
145,08,ATLÁNTICO,08770,SUAN,Municipio,"-74,881687","10,335432",ATLÁNTICOSUAN,Origen Indigena,Nombre de origen indígena sin significado concreto en el texto
146,08,ATLÁNTICO,08832,TUBARÁ,Municipio,"-74,978704","10,873586",ATLÁNTICOTUBARÁ,Origen Indigena,"Nombre indígena, relacionado con palabra taína similar a tiburón"
147,08,ATLÁNTICO,08849,USIACURÍ,Municipio,"-74,976985","10,74298",ATLÁNTICOUSIACURÍ,Origen Indigena,Nombre indígena de origen local
148,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"-74,106992","4,649251","BOGOTÁ, D.C.BOGOTÁ, D.C.",0,
149,13,BOLÍVAR,13001,CARTAGENA DE INDIAS,Municipio,"-75,496269","10,385126",BOLÍVARCARTAGENA DE INDIAS,Origen Europeo,Por Cartagena en España inspirada en la fenicia
150,13,BOLÍVAR,13006,ACHÍ,Municipio,"-74,557676","8,570107",BOLÍVARACHÍ,Origen Indigena,Nombre indígena sin significado detallado
151,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,Municipio,"-74,164905","8,791865",BOLÍVARALTOS DEL ROSARIO,Origen Religioso,En honor a la Virgen del Rosario  
152,13,BOLÍVAR,13042,ARENAL,Municipio,"-73,941099","8,458865",BOLÍVARARENAL,0,
153,13,BOLÍVAR,13052,ARJONA,Municipio,"-75,344332","10,25666",BOLÍVARARJONA,Origen por nombre de una persona,Por Bartolomé de Arjona encomendero
154,13,BOLÍVAR,13062,ARROYOHONDO,Municipio,"-75,019215","10,250075",BOLÍVARARROYOHONDO,Origen Natural,Por el arroyo profundo junto al pueblo
155,13,BOLÍVAR,13074,BARRANCO DE LOBA,Municipio,"-74,104391","8,947787",BOLÍVARBARRANCO DE LOBA,Origen Natural,Por una barranca habitada por lobos en la zona.
156,13,BOLÍVAR,13140,CALAMAR,Municipio,"-74,916144","10,250431",BOLÍVARCALAMAR,Origen Natural,Nombrado por la abundancia de calamares en el río Magdalena.
